Decile,Total_DL,Total_Data
5,437744691.0,499034034.0
2,296200403.0,316256881.0
9,858485894.0,903163707.0
3,301029763.0,359338098.0
5,477298121.0,517400509.0
4,407745314.0,461637646.0
9,796540457.0,849835218.0
7,676414276.0,716046333.0
2,281666785.0,311051916.0
2,265512848.0,308075405.0
6,596123244.0,636796340.0
4,461057581.0,489184780.0
7,634019699.0,668994462.0
8,760538712.0,779135026.0
4,397554488.0,432852690.0
7,690195095.0,743278781.0
5,537869722.0,555805025.0
7,697371736.0,737896538.0
2,217855517.0,246341203.0
6,613744988.0,641388529.0
2,292282465.0,310215684.0
0,28374131.0,71358937.0
4,392664303.0,432912599.0
2,271396635.0,309929696.0
9,802534317.0,833357182.0
5,501751946.0,542935600.0
7,653869013.0,683342805.0
5,523165240.0,548671197.0
9,800361793.0,836974707.0
1,157876363.0,214817511.0
7,688060335.0,727804497.0
0,88401235.0,132745785.0
7,644869059.0,669702232.0
3,332638629.0,391156492.0
7,682083223.0,747838726.0
5,515006785.0,554112562.0
9,825429220.0,881033911.0
5,541084254.0,578981372.0
6,593252542.0,641453071.0
7,660671735.0,711015322.0
1,188119497.0,233090194.0
1,189004797.0,223730344.0
8,725412737.0,768932190.0
8,727164213.0,766950303.0
3,349722237.0,388772771.0
8,750836432.0,778965855.0
8,718834660.0,767210134.0
8,764400044.0,794777866.0
3,382898953.0,410830360.0
9,824268421.0,855049523.0
3,293278683.0,335664741.0
8,761989060.0,785788765.0
4,427895542.0,468133053.0
8,758289298.0,804050612.0
3,327716328.0,367999619.0
6,593883946.0,634835218.0
6,599577996.0,656184909.0
0,71677961.0,111301121.0
6,567830668.0,608261158.0
8,759256168.0,789200089.0
5,458898485.0,505297610.0
4,436489794.0,496606049.0
2,247214854.0,284446710.0
9,870120388.0,910753674.0
5,478899007.0,529960788.0
4,405116535.0,456255732.0
7,621052255.0,674619356.0
2,259974824.0,315620723.0
3,338563317.0,383918102.0
4,372824909.0,436311702.0
5,494916352.0,509634850.0
2,251097611.0,298262942.0
1,127284944.0,167793630.0
2,252451159.0,293456744.0
4,393025695.0,436763906.0
8,811577763.0,832330326.0
2,277376793.0,325086097.0
9,826300861.0,863206567.0
7,648765090.0,711972589.0
9,828434956.0,873433813.0
9,820648908.0,865346290.0
5,502296847.0,550378563.0
9,866656099.0,906932682.0
9,862574496.0,907189722.0
5,492597311.0,535399888.0
1,150733768.0,185681020.0
5,517903530.0,576547441.0
2,254038836.0,299030395.0
4,419136005.0,466301634.0
6,565099106.0,603488928.0
6,587751008.0,610505553.0
1,180998453.0,235358158.0
3,302095902.0,341053882.0
7,699310764.0,741615654.0
3,374452171.0,400946567.0
3,304288203.0,363437113.0
2,261369974.0,308857873.0
9,804820910.0,854065522.0
4,449914442.0,482951880.0
4,432097089.0,493320060.0
2,232711477.0,296941293.0
1,125170132.0,176865424.0
0,50120716.0,80345737.0
6,584379220.0,635738608.0
8,789753524.0,830430461.0
2,215287031.0,250016166.0
4,430153811.0,460353461.0
2,295167070.0,316229493.0
3,277647601.0,335296529.0
3,299239412.0,336840382.0
1,143997354.0,170889046.0
7,656555736.0,690891085.0
8,761893139.0,783560813.0
8,729338055.0,774853556.0
7,723402070.0,749200030.0
0,34521993.0,84227110.0
8,735155513.0,780361481.0
6,540644569.0,584794412.0
8,747400507.0,781314926.0
5,471799375.0,509973441.0
4,430665822.0,460187765.0
8,770064822.0,814902309.0
4,428350060.0,469463581.0
5,471749584.0,501311486.0
9,790354610.0,835375086.0
8,801170848.0,832754051.0
9,798165202.0,854512407.0
8,764054512.0,824270865.0
6,562000191.0,594888709.0
4,445222359.0,493751508.0
9,817406846.0,862240071.0
0,79035984.0,121733210.0
6,597520695.0,643163791.0
1,201089467.0,239312049.0
8,768473031.0,819425011.0
3,343695268.0,394754065.0
3,312904387.0,353673110.0
5,464667302.0,514509000.0
2,280891005.0,319443053.0
5,465325438.0,501825115.0
7,615088353.0,667320098.0
5,468441655.0,501182428.0
0,71306585.0,110919687.0
9,821720088.0,854805660.0
8,711777043.0,753777570.0
0,66786776.0,85928769.0
0,60910290.0,96799180.0
7,664980931.0,707751068.0
6,622428927.0,646365195.0
1,115983594.0,167995090.0
3,374425256.0,405091078.0
5,506876424.0,548754786.0
4,434212229.0,475500167.0
7,671516775.0,719402067.0
6,616446151.0,652535952.0
0,47466338.0,98085345.0
0,125659435.0,155042697.0
4,441534872.0,480978043.0
6,585249359.0,629697370.0
4,465154584.0,490977020.0
3,358605169.0,390530327.0
0,62172502.0,100737674.0
3,357122325.0,403036764.0
8,749175335.0,783764476.0
0,107551912.0,144535514.0
9,801072001.0,857125634.0
8,772550072.0,813994852.0
7,635674480.0,681946427.0
0,30940592.0,54755798.0
7,671165191.0,699462756.0
5,498511491.0,518117299.0
1,122810252.0,194618341.0
8,737131384.0,769396785.0
1,168189352.0,222090417.0
6,531375922.0,587757545.0
2,308895510.0,321604511.0
3,308767377.0,339634780.0
3,289372610.0,338092822.0
2,216235998.0,265351507.0
1,206818833.0,234917997.0
3,343878052.0,378108908.0
3,322132591.0,353864144.0
5,473192867.0,514664840.0
4,426276337.0,472124465.0
9,815962976.0,860908812.0
3,366318367.0,411249436.0
9,845404543.0,883529583.0
1,164828695.0,197950941.0
7,658042574.0,703747095.0
0,107699214.0,149874898.0
0,73959558.0,130842870.0
7,674932604.0,711768549.0
6,613831328.0,641870620.0
3,271681315.0,328877407.0
6,576925706.0,602152989.0
2,199476780.0,251674752.0
1,179490414.0,229118841.0
5,456573186.0,509442410.0
3,334841652.0,358729669.0
8,767054675.0,806020274.0
9,862249521.0,893322256.0
2,238509975.0,280416591.0
7,696524243.0,737018660.0
1,110179083.0,159162559.0
6,565488538.0,604975217.0
9,853666053.0,902102825.0
6,621383311.0,643990098.0
2,259749973.0,288994687.0
5,535262274.0,549497567.0
9,833141964.0,873211705.0
2,205417978.0,246246545.0
4,417799355.0,463202073.0
6,559467408.0,615031991.0
1,195648334.0,238977415.0
1,178063490.0,231148538.0
1,128494933.0,159446041.0
1,200293175.0,236040955.0
5,512456453.0,567383798.0
5,523541461.0,548883324.0
3,346085589.0,396018585.0
4,386753300.0,416848535.0
7,633047600.0,689557500.0
0,31109275.0,77856781.0
5,479416380.0,524568475.0
3,309434502.0,343005823.0
5,502986043.0,541256401.0
6,525799539.0,583671417.0
2,218164173.0,265385307.0
7,711926627.0,733674458.0
3,339677977.0,368156042.0
1,118092037.0,165695644.0
4,407783916.0,462434047.0
8,737858905.0,766513642.0
7,659314113.0,700707603.0
3,305968380.0,337350046.0
9,872305727.0,917313487.0
3,311561232.0,339802304.0
6,592512045.0,638296751.0
4,423017637.0,466508051.0
0,97058764.0,142617193.0
4,444957556.0,473653805.0
6,541655433.0,586118966.0
8,770642791.0,814572105.0
5,498466732.0,540112513.0
8,785900980.0,817123891.0
8,768329171.0,810752953.0
9,826223602.0,868478865.0
1,145494199.0,178729984.0
0,101276965.0,118752320.0
1,132764549.0,180387886.0
6,617063377.0,655926923.0
7,702689936.0,744773209.0
4,463895367.0,497323704.0
1,99914705.0,160550421.0
3,314561301.0,356300779.0
4,446655455.0,488970752.0
1,171562443.0,219124685.0
6,620553860.0,655594767.0
9,853886499.0,912890665.0
5,479338603.0,502393808.0
3,325418541.0,353053154.0
0,102466570.0,153740027.0
2,264133791.0,310475536.0
9,850194232.0,902913418.0
1,176814256.0,206433539.0
1,179030582.0,221407370.0
1,141452317.0,197977147.0
2,264409457.0,298984206.0
4,461139409.0,492841270.0
9,811488604.0,848653631.0
0,52791632.0,99734426.0
7,649613767.0,705694133.0
2,274477406.0,310439869.0
2,224130030.0,278797394.0
7,662585354.0,700326112.0
6,597526898.0,637478283.0
4,447634734.0,480745453.0
8,785558009.0,828804072.0
4,436703729.0,482346639.0
8,774683279.0,799282193.0
4,383580223.0,414001821.0
4,397594021.0,438353269.0
2,224497548.0,288755134.0
3,315206604.0,333761681.0
2,207971094.0,255978779.0
8,744615765.0,766542013.0
7,687813808.0,715637764.0
3,329634714.0,355008420.0
6,556958100.0,609684364.0
7,689951074.0,721945327.0
2,263370720.0,314500355.0
4,416490813.0,439340265.0
0,51438971.0,103599897.0
4,425768101.0,457915832.0
0,53265816.0,93327924.0
5,496979138.0,537907068.0
5,495620341.0,528618774.0
8,750243414.0,783131953.0
5,475651863.0,517205490.0
1,180430094.0,218239786.0
1,127615069.0,166368627.0
9,812034678.0,837855711.0
9,831335530.0,868061875.0
0,82580328.0,118355079.0
9,806237300.0,862501598.0
4,450533171.0,493971157.0
1,126436474.0,179930871.0
8,783678987.0,808749228.0
1,156442559.0,204925947.0
0,34393402.0,50046357.0
7,654778567.0,683353820.0
3,363838247.0,394942482.0
1,178697994.0,220909764.0
1,132275744.0,170537734.0
7,649242200.0,705366210.0
0,86727862.0,122657005.0
7,678256479.0,725575346.0
7,705575843.0,748667001.0
0,82032151.0,122020468.0
0,125413405.0,151387010.0
8,737806053.0,764846456.0
4,401397904.0,458192889.0
9,801337555.0,842905951.0
7,657206057.0,701739163.0
8,757419839.0,794047631.0
5,499607539.0,523152959.0
6,581949519.0,608415262.0
9,840435550.0,876991409.0
0,90069755.0,136766818.0
0,39663347.0,71830194.0
7,668014764.0,696470609.0
5,516457062.0,571716885.0
3,350170375.0,391532362.0
1,155972434.0,194835828.0
5,449726496.0,502914846.0
5,499334737.0,541375656.0
9,807494322.0,847429264.0
1,149983721.0,182062178.0
0,96153401.0,134596543.0
7,662987326.0,684548615.0
9,870069050.0,926862354.0
7,699137474.0,724576183.0
0,90899972.0,129662674.0
0,122590207.0,150606976.0
7,646764742.0,682561342.0
7,666012664.0,689579511.0
9,812335114.0,873023292.0
8,781167916.0,818527432.0
6,601761133.0,646912689.0
0,106330700.0,150606372.0
7,644892978.0,697989979.0
2,236872148.0,289692814.0
6,559119844.0,612558283.0
5,495410009.0,555501581.0
9,867113417.0,920746566.0
8,751451292.0,785485275.0
7,679793047.0,716426826.0
1,180927282.0,222196459.0
6,622399397.0,643784171.0
1,138150459.0,171597229.0
3,292031914.0,345387868.0
8,748030725.0,784492789.0
2,234944875.0,274860499.0
0,59301188.0,95852023.0
1,137800619.0,180080305.0
7,630688961.0,672180272.0
9,846086370.0,907443614.0
0,71182741.0,117667235.0
6,607474679.0,641693325.0
6,579568469.0,623274671.0
7,675773633.0,725120156.0
2,257018151.0,293230888.0
6,609468358.0,639230030.0
7,652135455.0,689694309.0
7,655232651.0,706303210.0
3,334635222.0,401233769.0
7,623027425.0,669371778.0
9,811028712.0,857633233.0
9,859915601.0,895447152.0
2,290818243.0,321570858.0
1,178625750.0,214543900.0
8,701600718.0,760563049.0
9,849223274.0,900732227.0
8,758682931.0,796603779.0
0,90441184.0,148394929.0
2,214631215.0,255205151.0
6,602547048.0,652434415.0
6,621554804.0,644810552.0
8,782981499.0,808743896.0
3,284998230.0,338243572.0
4,405335648.0,444417847.0
6,640363138.0,660044561.0
0,64100549.0,102246633.0
6,560139583.0,593511521.0
4,394473254.0,420113811.0
8,708892370.0,758671388.0
4,426503642.0,466653923.0
9,829098680.0,866619960.0
3,288257963.0,325870007.0
9,868769693.0,914160645.0
2,253164182.0,263919790.0
1,195732491.0,239809858.0
6,573942897.0,611778131.0
1,101626642.0,161977771.0
5,520386212.0,544971003.0
1,169869737.0,224635826.0
3,306221664.0,349549142.0
5,454566019.0,511103438.0
6,608679419.0,647329123.0
7,693212043.0,739049600.0
1,170668324.0,222674601.0
8,707888217.0,759090543.0
5,507316718.0,541334629.0
1,165605937.0,198375710.0
1,201727504.0,240098707.0
9,858952267.0,902530574.0
8,759365661.0,818345557.0
1,135130595.0,183553157.0
0,100206410.0,155297133.0
0,31301745.0,81835494.0
7,690878605.0,731334172.0
5,477211632.0,533426307.0
8,780291966.0,812057999.0
9,801053995.0,842430956.0
4,455865668.0,496013430.0
1,153249582.0,188340434.0
9,835809913.0,868452019.0
3,293789413.0,345280741.0
9,819886656.0,868612671.0
5,504475732.0,543668800.0
7,701513130.0,733053412.0
4,457097852.0,471166061.0
9,875627623.0,905953628.0
8,696751525.0,756257449.0
8,772984363.0,811003165.0
2,211720608.0,250717610.0
1,119879061.0,174353255.0
4,359224380.0,429757150.0
9,834468579.0,876034139.0
8,783751900.0,828942842.0
2,255399469.0,320806140.0
8,736607878.0,775592303.0
3,355410842.0,403977100.0
1,154282499.0,192043430.0
0,110070454.0,138226301.0
8,762040386.0,799408143.0
2,281924017.0,325651860.0
3,335982174.0,379488681.0
1,165843011.0,195406925.0
1,175606840.0,213006076.0
0,100692873.0,128279853.0
2,232281847.0,265346018.0
9,818484124.0,862607543.0
7,654577382.0,690821112.0
2,238495264.0,265745092.0
7,642593542.0,686690806.0
4,412849317.0,445359789.0
8,791641798.0,828613706.0
9,798297691.0,850693056.0
4,442876935.0,485687408.0
3,349025941.0,371017342.0
6,537390435.0,586825798.0
6,582642126.0,616460210.0
0,63867897.0,113277517.0
8,757138063.0,789842625.0
0,77526463.0,127881645.0
8,743112532.0,800514759.0
9,798540173.0,853230325.0
1,183635830.0,219038780.0
4,379267622.0,420132538.0
9,851469256.0,884437725.0
1,177191249.0,225283026.0
9,832931158.0,884117207.0
3,295879342.0,345272671.0
5,524320476.0,566555365.0
8,735834419.0,787215570.0
5,530774279.0,571948014.0
8,729319529.0,768630975.0
5,516806493.0,542829202.0
3,298704262.0,354564766.0
3,285207606.0,339088742.0
0,60059268.0,98378835.0
0,95403988.0,138115421.0
5,482243679.0,529332159.0
2,205591112.0,243972067.0
7,653927888.0,703177959.0
6,619042260.0,662264886.0
3,331113003.0,387990160.0
4,366108096.0,416293859.0
7,674959487.0,706560722.0
8,701468645.0,757642537.0
2,209493414.0,253302172.0
4,409685590.0,435835641.0
0,76299937.0,108053628.0
0,101145810.0,146915756.0
9,821508620.0,876364983.0
2,270599522.0,292890523.0
4,408834833.0,450124008.0
2,254220234.0,285707258.0
3,367955407.0,401365418.0
2,263439204.0,294746041.0
1,141206588.0,178289376.0
7,705749208.0,747901975.0
2,206732110.0,252000836.0
2,217903808.0,246145719.0
2,222157585.0,264665092.0
5,464766034.0,500800520.0
6,556313915.0,600233569.0
1,173036627.0,198459175.0
9,867987609.0,893623304.0
1,168066814.0,204576377.0
6,566363466.0,606547059.0
7,691753375.0,731126304.0
6,600007210.0,657018651.0
7,631545125.0,665187439.0
8,785732464.0,825887301.0
1,204322223.0,236427572.0
8,780602581.0,815250721.0
4,434110232.0,477024083.0
7,646811874.0,690414998.0
4,409585373.0,431287127.0
0,90273665.0,131148068.0
9,846053964.0,891034950.0
3,360681526.0,394878493.0
5,465046826.0,512660263.0
7,675031289.0,732924272.0
4,445414249.0,475032689.0
3,363348718.0,392669751.0
3,331570627.0,371803141.0
0,72709134.0,128042126.0
0,95369903.0,135310913.0
7,633663079.0,689607055.0
3,330186693.0,354283327.0
6,598695892.0,638469138.0
3,310264968.0,349232887.0
3,337073354.0,380921107.0
1,99382625.0,157943407.0
3,338003106.0,380473611.0
2,203634926.0,266606721.0
6,545937816.0,594246120.0
0,80757006.0,139801418.0
2,244861276.0,270017320.0
5,480438536.0,507428767.0
4,414582050.0,438610221.0
3,327130064.0,354444450.0
1,142424256.0,174474617.0
2,225969348.0,288485270.0
1,116116601.0,177909805.0
1,153642498.0,192850809.0
4,389060286.0,421827096.0
1,178769984.0,227791195.0
3,364251702.0,392008055.0
9,792989422.0,842693931.0
0,62964468.0,121439966.0
1,193003910.0,237613641.0
2,207797243.0,244989982.0
8,771907510.0,811520751.0
9,861914578.0,883919036.0
8,749478010.0,775558162.0
7,695387326.0,717717668.0
3,372481700.0,400163767.0
9,818163420.0,865486881.0
5,491108507.0,558320055.0
7,692403365.0,722963272.0
2,198518691.0,242747617.0
9,808703038.0,851607851.0
0,111647763.0,141829329.0
8,737934170.0,762932271.0
2,233797481.0,274307264.0
2,265504917.0,302412164.0
4,414962354.0,464940280.0
8,750594995.0,771970296.0
8,732914036.0,768865471.0
1,184603051.0,200477785.0
6,569513049.0,611934763.0
6,543572036.0,595016045.0
3,343034965.0,374384770.0
0,56817804.0,87167037.0
5,541176433.0,579963710.0
8,732725008.0,790272875.0
3,368894663.0,397870741.0
9,876171652.0,911237892.0
9,797068812.0,833605499.0
8,718333191.0,761252141.0
2,232536891.0,255574977.0
1,160817919.0,188987487.0
6,561587104.0,601804530.0
7,729580835.0,743162579.0
2,289229291.0,323581224.0
4,360447521.0,416379792.0
6,608539642.0,655742220.0
5,494736007.0,513719480.0
8,770753085.0,808819937.0
0,78514945.0,130179466.0
6,557692891.0,611134440.0
9,810322500.0,853243673.0
6,562159273.0,582795354.0
5,498322074.0,535107693.0
7,672388294.0,688944049.0
0,86860043.0,113795922.0
2,227459231.0,257409148.0
5,518704308.0,540701629.0
1,175342711.0,220766269.0
7,643223715.0,692062250.0
5,499063112.0,543196202.0
8,744328158.0,763545975.0
5,496771292.0,544069790.0
7,692281721.0,732564193.0
4,418083059.0,459364251.0
2,286099309.0,324608958.0
4,423752357.0,471947734.0
3,335458055.0,381856853.0
1,173809069.0,233182879.0
7,658989768.0,701654103.0
7,635052324.0,678357448.0
5,507454394.0,520843785.0
4,368597942.0,411548668.0
3,336675050.0,376108920.0
3,291710599.0,338568661.0
2,296634883.0,321813347.0
4,404037796.0,456078632.0
5,487865732.0,539698477.0
9,818297559.0,877813260.0
8,755552625.0,810129469.0
3,372577218.0,401543936.0
1,131511821.0,185154253.0
5,516061557.0,547012610.0
6,572134125.0,610091757.0
0,95510929.0,129906417.0
5,465484971.0,517160480.0
9,845834193.0,871316215.0
8,782643025.0,811385438.0
8,714498338.0,767223730.0
1,178858310.0,241119785.0
5,494709312.0,536431770.0
0,87788813.0,113409916.0
7,663122421.0,694581297.0
6,572288041.0,617923034.0
3,347972385.0,398910958.0
3,285294817.0,332729396.0
5,481053767.0,523180947.0
8,749877652.0,775317085.0
9,805994000.0,835184473.0
3,366973059.0,405785173.0
0,129175663.0,144447165.0
9,826266652.0,859277807.0
3,359773806.0,402471417.0
9,867480744.0,912972571.0
3,325722366.0,378886292.0
8,758085914.0,805166165.0
7,669558085.0,711682800.0
0,121314015.0,154244837.0
1,165016820.0,216748116.0
7,661249185.0,724840023.0
9,856961063.0,904015757.0
0,60023470.0,84127273.0
9,819696310.0,872160763.0
9,861373256.0,917096527.0
4,396675969.0,445450838.0
0,101778793.0,142843359.0
4,443398326.0,489135680.0
4,403506773.0,448713186.0
7,649118660.0,684115001.0
2,274314107.0,306624657.0
8,735811595.0,778803522.0
8,715361811.0,777031253.0
5,498354237.0,551376305.0
5,499970524.0,540334244.0
3,317939543.0,355337349.0
0,21992808.0,70927426.0
6,547465572.0,603970842.0
1,142707034.0,192666206.0
3,273856103.0,330553618.0
1,174427230.0,227478281.0
3,316630452.0,366262866.0
1,184610809.0,209482878.0
3,325329439.0,377009752.0
6,562768642.0,595766706.0
3,344944684.0,382405666.0
4,428725197.0,465535255.0
0,69880574.0,109818116.0
4,372590521.0,420966740.0
5,531096732.0,572206764.0
5,478150148.0,517110836.0
4,390114628.0,445006798.0
0,75675902.0,120377145.0
7,654363510.0,698169064.0
8,704534624.0,756660345.0
1,103954997.0,157992740.0
9,886039915.0,921385857.0
2,210115583.0,267042611.0
8,745084269.0,782480721.0
7,673451847.0,712011127.0
0,76753112.0,134719405.0
7,656096870.0,681114967.0
4,415484208.0,470201466.0
1,189792277.0,230530441.0
7,625337177.0,675701369.0
7,657344815.0,674748780.0
3,312876664.0,353132597.0
8,725338342.0,766529044.0
6,588908029.0,626360776.0
4,444021909.0,484843600.0
6,620165429.0,651003841.0
3,302163310.0,338823475.0
9,851795844.0,881173021.0
2,266622109.0,290920853.0
7,689941288.0,723400526.0
1,163521305.0,200093890.0
6,596503191.0,645310990.0
3,338231352.0,374467105.0
9,781317694.0,833581269.0
6,601661844.0,655841205.0
9,843835458.0,873262217.0
5,530967000.0,571029845.0
1,177683735.0,225495057.0
1,168322005.0,219039945.0
9,820349153.0,849742465.0
3,373289721.0,409241184.0
2,195092186.0,251394715.0
2,187684548.0,252706844.0
4,418099603.0,472482419.0
3,297617363.0,359135087.0
5,510395092.0,523535799.0
8,750183351.0,772699325.0
3,284613168.0,332441337.0
1,130831360.0,168618499.0
1,190014842.0,217411983.0
8,746978007.0,774832064.0
1,142695069.0,184996327.0
0,43696271.0,89246570.0
5,538083151.0,572343856.0
6,579944444.0,604296408.0
4,392496206.0,445545032.0
2,296995232.0,324149590.0
6,546755107.0,586552530.0
2,267074896.0,295784691.0
5,491454668.0,546953504.0
5,542362129.0,574387124.0
8,788794628.0,824295319.0
7,619853072.0,672669332.0
3,335185245.0,367578210.0
2,238673567.0,263031166.0
3,324733031.0,368942260.0
5,527455454.0,577386590.0
8,728789001.0,763541628.0
1,154117380.0,197687187.0
7,679999932.0,735099718.0
6,597887650.0,629867882.0
3,362920975.0,393238681.0
9,840897247.0,893115463.0
3,308615778.0,344413096.0
7,664201721.0,694135363.0
0,63160650.0,112783651.0
9,813907635.0,865687595.0
1,151789500.0,183796280.0
7,614927085.0,670078620.0
5,448776359.0,515580127.0
0,103544757.0,143214160.0
8,741180011.0,803286028.0
8,715470218.0,761602277.0
8,785216860.0,833007061.0
0,110016023.0,149048669.0
7,712840074.0,749048138.0
7,662761563.0,713101015.0
0,30319089.0,93116936.0
1,138995315.0,186790652.0
4,434665037.0,490323347.0
2,277825119.0,315048710.0
1,175853701.0,227762573.0
7,686839626.0,722751915.0
3,361098517.0,399098243.0
9,833852744.0,857771768.0
3,342857761.0,369109235.0
1,130931382.0,175018168.0
2,211816437.0,252368445.0
9,871377439.0,899399869.0
1,144636888.0,204001993.0
7,676010086.0,741739481.0
8,774153344.0,804594849.0
7,657223486.0,689110190.0
2,284882932.0,308954703.0
7,665318082.0,702360336.0
2,256861093.0,282058394.0
6,571110143.0,621586316.0
7,687807713.0,721844857.0
2,260390237.0,299072433.0
8,739960454.0,795026482.0
0,70810625.0,101246387.0
4,426073020.0,449559004.0
3,371979468.0,409400080.0
2,268411558.0,311242364.0
5,525183741.0,569651093.0
9,860189673.0,919354532.0
3,322601741.0,364717010.0
0,65390143.0,104866305.0
6,595534845.0,625326015.0
2,232355076.0,270181709.0
4,372524797.0,426912922.0
4,416602516.0,467642933.0
5,500160524.0,543592756.0
2,233021871.0,277378372.0
4,423799712.0,464397348.0
0,90727014.0,139416532.0
5,524774523.0,553423766.0
7,648920694.0,694289125.0
4,415140499.0,473320604.0
9,871307471.0,910305827.0
0,103902808.0,129201637.0
2,255194305.0,291191602.0
2,225651370.0,265034183.0
1,135797126.0,173398092.0
1,207577084.0,240255373.0
8,728946010.0,774335399.0
6,576173949.0,626547861.0
8,763306354.0,813293644.0
2,211176311.0,250721563.0
9,880416899.0,905335078.0
0,75354692.0,107463480.0
3,316992782.0,343315926.0
8,738500183.0,785009913.0
0,17113226.0,49123477.0
4,372510002.0,430909151.0
1,185617065.0,237859096.0
8,732402507.0,773180113.0
9,848678151.0,901757940.0
9,834030612.0,866868400.0
9,809834528.0,841809886.0
1,184957949.0,207200910.0
5,486530379.0,531876229.0
6,584306280.0,614338525.0
8,749669343.0,783197027.0
9,821893095.0,862455883.0
6,574439338.0,622989732.0
5,529730658.0,559445377.0
9,866625085.0,921835103.0
2,265209202.0,317007784.0
2,202640527.0,244088799.0
7,642413449.0,680314616.0
8,796357274.0,823338688.0
5,515853854.0,540790177.0
4,442867739.0,488472211.0
0,67851010.0,112200441.0
5,504467776.0,548079719.0
2,290403542.0,317365273.0
6,615109870.0,641016199.0
2,221993240.0,267424034.0
0,86784632.0,127351147.0
8,753086458.0,797517824.0
5,491104006.0,547590189.0
6,535895526.0,590076076.0
0,47384438.0,70505190.0
6,537236992.0,597801853.0
6,594160197.0,623355167.0
1,157085430.0,198370301.0
4,370670305.0,422823516.0
7,659572813.0,702081480.0
4,431194962.0,460044870.0
7,684835662.0,727227084.0
7,658231011.0,699668758.0
8,731548552.0,766687912.0
0,31806143.0,53340272.0
5,507745401.0,544911399.0
0,68590963.0,115824491.0
8,742324899.0,799267651.0
9,877591714.0,929412445.0
0,66682556.0,103442343.0
3,295276839.0,340061907.0
7,647411187.0,684887836.0
2,266585824.0,320667758.0
3,315982785.0,355589871.0
7,649602175.0,695427358.0
2,213459379.0,272367633.0
0,29008719.0,88016854.0
8,774025581.0,828525300.0
7,666410791.0,714145745.0
3,359183998.0,378891058.0
0,63574473.0,109110938.0
9,792170770.0,833522051.0
0,83206395.0,129993956.0
1,212111694.0,241599091.0
0,117199873.0,143524385.0
7,627794778.0,664914807.0
0,55675940.0,90774611.0
3,333675317.0,380083160.0
7,699256276.0,742710038.0
3,356005607.0,392922297.0
1,163614634.0,202147605.0
5,513145339.0,554145578.0
9,868642771.0,921379499.0
6,596477831.0,622518391.0
0,114591310.0,157246051.0
0,47464593.0,102943215.0
9,821853481.0,855359885.0
2,233848046.0,259348496.0
0,76838503.0,148361711.0
4,452793181.0,495275738.0
9,873390187.0,912119136.0
8,731907318.0,786104186.0
9,840481084.0,894537039.0
2,273214285.0,315547654.0
5,511784440.0,565761711.0
2,220383910.0,268587656.0
8,752763060.0,808819215.0
9,848416315.0,873251423.0
2,199198099.0,245787760.0
2,248546481.0,290346256.0
8,714626586.0,762692180.0
4,388759461.0,446590650.0
0,103220403.0,153142099.0
7,693687884.0,742999126.0
9,825478742.0,870928669.0
2,259502958.0,319435744.0
0,56983974.0,89229051.0
9,811741338.0,863630416.0
3,300263184.0,359167785.0
8,770452477.0,810207335.0
4,436506330.0,472548835.0
2,248378430.0,284913469.0
6,554743555.0,589869558.0
1,155785787.0,209772057.0
8,776251215.0,829384019.0
3,338438665.0,364937340.0
6,596722439.0,647200227.0
5,472744036.0,499803850.0
1,217349079.0,241420578.0
0,84199330.0,111032045.0
0,99587615.0,131174664.0
9,796114660.0,836713386.0
3,370539692.0,404573246.0
3,307358893.0,352809363.0
6,590079327.0,623699868.0
6,551996192.0,585540332.0
5,496352312.0,541013329.0
3,318567050.0,351153467.0
4,413504456.0,461772980.0
5,529453358.0,553256058.0
3,316274797.0,361078316.0
8,738477343.0,771864435.0
2,216140073.0,261813442.0
2,251317847.0,294754831.0
3,316342944.0,360830354.0
4,388299809.0,448364569.0
6,609330173.0,651470056.0
7,651774860.0,704441036.0
3,287049110.0,339559723.0
3,363613674.0,407600837.0
5,465525563.0,512637418.0
7,650503229.0,683461741.0
6,603700506.0,650682631.0
3,328561487.0,349634098.0
6,598211992.0,641148891.0
9,811518906.0,848207347.0
9,783186693.0,839384935.0
4,424837098.0,477004100.0
8,775319446.0,799962251.0
3,330177664.0,371423830.0
0,92862920.0,132202701.0
6,571772786.0,608341508.0
1,150291040.0,197074101.0
5,474926229.0,504195109.0
8,767844588.0,805733953.0
0,81151203.0,126196214.0
5,445606367.0,506830681.0
2,231716967.0,288387419.0
7,692208839.0,733272141.0
4,389114943.0,414490180.0
8,751794823.0,798238380.0
7,635144197.0,690723377.0
5,447488295.0,517361242.0
9,825257869.0,863925642.0
4,434520873.0,455058521.0
2,250136973.0,283823071.0
3,308918384.0,371793650.0
4,403548544.0,444333242.0
6,609302411.0,635342613.0
9,845010234.0,904517424.0
1,151427245.0,188123261.0
7,705467356.0,737345177.0
7,658655722.0,704702520.0
3,329332355.0,364652902.0
3,359201191.0,394085164.0
7,647317598.0,692618869.0
9,823711658.0,879675899.0
6,583357516.0,617826494.0
6,569131739.0,605491731.0
7,700520078.0,745565916.0
1,120929314.0,171162124.0
8,717537703.0,781171012.0
5,503636739.0,552819144.0
7,673339318.0,702526613.0
2,229285620.0,278256601.0
3,359815292.0,394010010.0
8,805408090.0,831092615.0
3,338848378.0,367604313.0
4,463230172.0,494132583.0
9,821531845.0,855706460.0
3,325647718.0,379139573.0
